exam_name,exam_year,exam_tier,zone_name,zone_score,state_name,state_score,city_name,city_score
CGL,2016,1,MPR,77331,Chhattisgarh,15374,Bhilainagar,0
CGL,2016,1,WR,127647,Gujrat,30086,Ahmedabad,16988
CGL,2016,1,WR,127647,Gujrat,30086,vadodara(Baroda)l,3999
CGL,2016,1,WR,127647,Gujrat,30086,Bhuj,0
CGL,2016,1,WR,127647,Gujrat,30086,"Panchmahal
(godhra)",0
CGL,2016,1,WR,127647,Gujrat,30086,Rajkot,3447
CGL,2016,1,WR,127647,Gujrat,30086,Surat,4527
CGL,2016,1,WR,127647,Gujrat,30086,Valsad,0
CGL,2016,1,WR,127647,Gujrat,30086,Bhavnagar,836
CGL,2016,1,WR,127647,Gujrat,30086,Kuchchh(kutch),289
CGL,2016,1,WR,127647,Gujrat,30086,Anand,0
CGL,2016,1,WR,127647,Gujrat,30086,Gandhinagar,0
CGL,2016,1,WR,127647,Gujrat,30086,Mehsana,0
CGL,2016,1,WR,127647,Maharastra,96772,Amravati,5709
CGL,2016,1,WR,127647,Maharastra,96772,Aurangabad,9422
CGL,2016,1,WR,127647,Maharastra,96772,Kolhapur,4910
CGL,2016,1,WR,127647,Maharastra,96772,Mumbai,17427
CGL,2016,1,WR,127647,Maharastra,96772,Nagpur,18111
CGL,2016,1,WR,127647,Maharastra,96772,Nanded,1314
CGL,2016,1,WR,127647,Maharastra,96772,Nashik,3882
CGL,2016,1,WR,127647,Maharastra,96772,Pune,24746
CGL,2016,1,WR,127647,Maharastra,96772,Ratnagiri,0
CGL,2016,1,WR,127647,Maharastra,96772,Thane,5700
CGL,2016,1,WR,127647,Maharastra,96772,Bhandara,1445
CGL,2016,1,WR,127647,Maharastra,96772,chandrapur,1330
CGL,2016,1,WR,127647,Maharastra,96772,Akola,1008
CGL,2016,1,WR,127647,Maharastra,96772,Jalgaon,1768
CGL,2016,1,WR,127647,Maharastra,96772,Ahmednagar,0
CGL,2016,1,WR,127647,Maharastra,96772,Alibag(Alibaug),0
CGL,2016,1,WR,127647,Maharastra,96772,Navi Mumbai,0
CGL,2016,1,WR,127647,Goa,789,Panaji(Panjim),789
CGL,2016,1,SR,120587,Andhra Pradesh,61201,Guntur,15105
CGL,2016,1,SR,120587,Andhra Pradesh,61201,Kurnool,8121
CGL,2016,1,SR,120587,Andhra Pradesh,61201,Rajahmundry,10027
CGL,2016,1,SR,120587,Andhra Pradesh,61201,Srikakulam,0
CGL,2016,1,SR,120587,Andhra Pradesh,61201,Tirupati,9227
CGL,2016,1,SR,120587,Andhra Pradesh,61201,Vishakhapatnam,18721
CGL,2016,1,SR,120587,Andhra Pradesh,61201,Vijayvada,0
CGL,2016,1,SR,120587,Andhra Pradesh,61201,Kakinada,0
CGL,2016,1,SR,120587,Andhra Pradesh,61201,Nellore,0
CGL,2016,1,SR,120587,Andhra Pradesh,61201,Chirala,0
CGL,2016,1,SR,120587,Andhra Pradesh,61201,Vizianagaram,0
CGL,2016,1,SR,120587,Telangana,0,Hyderabad,0
CGL,2016,1,SR,120587,Telangana,0,Nizamabad,0
CGL,2016,1,SR,120587,Telangana,0,Warangal,0
CGL,2016,1,SR,120587,Telangana,0,Karimnagar,0
CGL,2016,1,SR,120587,Tamil Nadu,54481,Chennai(Madras),25621
CGL,2016,1,SR,120587,Tamil Nadu,54481,Coimbatore,6965
CGL,2016,1,SR,120587,Tamil Nadu,54481,Kanchipuram,0
CGL,2016,1,SR,120587,Tamil Nadu,54481,Madurai,8207
CGL,2016,1,SR,120587,Tamil Nadu,54481,Salem,0
CGL,2016,1,SR,120587,Tamil Nadu,54481,Tiruchirapalli,6577
CGL,2016,1,SR,120587,Tamil Nadu,54481,Tirunelveli,7111
CGL,2016,1,SR,120587,Tamil Nadu,54481,Vellore,0
CGL,2016,1,SR,120587,Puducherry,4905,Puducherry,4905
CGL,2016,1,KKR,60192,Karnataka,25238,"Bengaluru
(Bengalore)",15827
CGL,2016,1,KKR,60192,Karnataka,25238,Belgavi(Belgaum),0
CGL,2016,1,KKR,60192,Karnataka,25238,Bijapur,0
CGL,2016,1,KKR,60192,Karnataka,25238,Dharwar,3631
CGL,2016,1,KKR,60192,Karnataka,25238,"Kalaburagi
(Gulbarga)",1573
CGL,2016,1,KKR,60192,Karnataka,25238,Hassan,0
CGL,2016,1,KKR,60192,Karnataka,25238,Kolar,0
CGL,2016,1,KKR,60192,Karnataka,25238,"Mangaluru
(Manglore)",1465
CGL,2016,1,KKR,60192,Karnataka,25238,Mysuru(Mysore),2742
CGL,2016,1,KKR,60192,Karnataka,25238,Shivamogga(Shimoga),0
CGL,2016,1,KKR,60192,Karnataka,25238,Hubballi(Hubli),0
CGL,2016,1,KKR,60192,Karnataka,25238,Udupi,0
CGL,2016,1,KKR,60192,Kerala,34954,Alappuzha,0
CGL,2016,1,KKR,60192,Kerala,34954,Kannur(Cannanor),0
CGL,2016,1,KKR,60192,Kerala,34954,Kalpeta,0
CGL,2016,1,KKR,60192,Kerala,34954,Kochi(cochin),7094
CGL,2016,1,KKR,60192,Kerala,34954,Kottayam,0
CGL,2016,1,KKR,60192,Kerala,34954,Kozhikode(Calicut),0
CGL,2016,1,KKR,60192,Kerala,34954,Malappuram,0
CGL,2016,1,KKR,60192,Kerala,34954,Palakkad,0
CGL,2016,1,KKR,60192,Kerala,34954,Pathanmthitta,0
CGL,2016,1,KKR,60192,Kerala,34954,Kollam,0
CGL,2016,1,KKR,60192,Kerala,34954,Thiruvananthpuram,12924
CGL,2016,1,KKR,60192,Kerala,34954,Thrissur(Trichur),5203
CGL,2016,1,KKR,60192,Kerala,34954,Ernakulam,0
CGL,2016,1,KKR,60192,Lakshadweep,0,Kavaratti,0
CGL,2016,9,NWR,612,Jammu & Kashmir,18,Anantnag,1
CGL,2016,9,NWR,612,Jammu & Kashmir,18,Baramullah,0
CGL,2016,9,NWR,612,Jammu & Kashmir,18,Bhaderwah,0
CGL,2016,9,NWR,612,Jammu & Kashmir,18,Jammu,14
CGL,2016,9,NWR,612,Jammu & Kashmir,18,Rajouri,0
CGL,2016,9,NWR,612,Jammu & Kashmir,18,Srinagar(J&K),3
CGL,2016,9,NWR,612,Jammu & Kashmir,18,Samba,0
CGL,2016,9,NWR,612,Ladakh,18,Leh,0
CGL,2016,9,NWR,612,"Himachal
 Pradesh",14,Dharamshala,0
CGL,2016,9,NWR,612,"Himachal
 Pradesh",14,Hamirpur,6
CGL,2016,9,NWR,612,"Himachal
 Pradesh",14,Shimla,8
CGL,2016,9,NWR,612,Punjab,121,Bhathinda ,41
CGL,2016,9,NWR,612,Punjab,121,Jalandhar ,24
CGL,2016,9,NWR,612,Punjab,121,Patiala,41
CGL,2016,9,NWR,612,Punjab,121,Amritsar,15
CGL,2016,9,NWR,612,Punjab,121,Ludhiana,0
CGL,2016,9,NWR,612,Punjab,121,Mohali,0
CGL,2016,9,NWR,612,Chandigarh,459,Chandigarh,459
CGL,2016,9,NWR,612,Haryana,459,Ambala,0
CGL,2016,9,NWR,612,Haryana,459,Bhiwani,0
CGL,2016,9,NWR,612,Haryana,459,Hisar,0
CGL,2016,9,NWR,612,Haryana,459,Karnal,0
CGL,2016,9,NWR,612,Haryana,459,Yamunanagar,0
CGL,2016,9,NWR,612,Haryana,459,Kurukshetra,0
CGL,2016,9,NR,6481,Uttarakhand,143,Almora,3
CGL,2016,9,NR,6481,Uttarakhand,143,Dehradun,72
CGL,2016,9,NR,6481,Uttarakhand,143,Haldwani,31
CGL,2016,9,NR,6481,Uttarakhand,143,"Srinagar
(uttarakhand)",1
CGL,2016,9,NR,6481,Uttarakhand,143,Haridwar,36
CGL,2016,9,NR,6481,Uttarakhand,143,Roorkee,0
CGL,2016,9,NR,6481,Delhi,4425,Delhi,4425
CGL,2016,9,NR,6481,Rajasthan,1913,Ajmer ,43
CGL,2016,9,NR,6481,Rajasthan,1913,Alwar,153
CGL,2016,9,NR,6481,Rajasthan,1913,Bharatpur,0
CGL,2016,9,NR,6481,Rajasthan,1913,Bikaner,118
CGL,2016,9,NR,6481,Rajasthan,1913,jaipur,1404
CGL,2016,9,NR,6481,Rajasthan,1913,Jodhpur,85
CGL,2016,9,NR,6481,Rajasthan,1913,kota,0
CGL,2016,9,NR,6481,Rajasthan,1913,Sriganganagar ,43
CGL,2016,9,NR,6481,Rajasthan,1913,Udaipur,17
CGL,2016,9,NR,6481,Rajasthan,1913,Dausa,0
CGL,2016,9,NR,6481,Rajasthan,1913,Sikar,2
CGL,2016,9,CR,1575,Uttar pradesh,1112,Agra,95
CGL,2016,9,CR,1575,Uttar pradesh,1112,Aligarh,0
CGL,2016,9,CR,1575,Uttar pradesh,1112,Prayagraj,231
CGL,2016,9,CR,1575,Uttar pradesh,1112,Balia,0
CGL,2016,9,CR,1575,Uttar pradesh,1112,Bareilly,40
CGL,2016,9,CR,1575,Uttar pradesh,1112,"Ayodhya
(Faizabad)",0
CGL,2016,9,CR,1575,Uttar pradesh,1112,Gorakhpur,20
CGL,2016,9,CR,1575,Uttar pradesh,1112,Jhansi,0
CGL,2016,9,CR,1575,Uttar pradesh,1112,Kanpur,249
CGL,2016,9,CR,1575,Uttar pradesh,1112,Lucknow,317
CGL,2016,9,CR,1575,Uttar pradesh,1112,Meerut,62
CGL,2016,9,CR,1575,Uttar pradesh,1112,Mirzapur,
CGL,2016,9,CR,1575,Uttar pradesh,1112,"Varanasi
(Banaras)",98
CGL,2016,9,CR,1575,Uttar pradesh,1112,Mathura,0
CGL,2016,9,CR,1575,Uttar pradesh,1112,Moradabad,0
CGL,2016,9,CR,1575,Uttar pradesh,1112,Muzafarnagar,0
CGL,2016,9,CR,1575,Uttar pradesh,1112,"Gautam 
Budhnagar
(Noida)",0
CGL,2016,9,CR,1575,Uttar pradesh,1112,Greater Noida,0
CGL,2016,9,CR,1575,Bihar,463,Bhagalpur,65
CGL,2016,9,CR,1575,Bihar,463,Darbahanga,0
CGL,2016,9,CR,1575,Bihar,463,Gaya,0
CGL,2016,9,CR,1575,Bihar,463,Katihar,0
CGL,2016,9,CR,1575,Bihar,463,Muzaffarpur,66
CGL,2016,9,CR,1575,Bihar,463,Patna,332
CGL,2016,9,CR,1575,Bihar,463,Ara(Arrah),0
CGL,2016,9,CR,1575,Bihar,463,"Aurangabad
(Bihar)",3
CGL,2016,9,CR,1575,Bihar,463,Purnia,0
CGL,2016,9,ER,728,Sikkim,1,Gangtok,1
CGL,2016,9,ER,728,Jharkhand,149,Bokarp,0
CGL,2016,9,ER,728,Jharkhand,149,Chaibasa,0
CGL,2016,9,ER,728,Jharkhand,149,Dumka,0
CGL,2016,9,ER,728,Jharkhand,149,Hazaribag,0
CGL,2016,9,ER,728,Jharkhand,149,Ranchi,149
CGL,2016,9,ER,728,Jharkhand,149,Dhanbad,0
CGL,2016,9,ER,728,Jharkhand,149,Jamshedpur,0
CGL,2016,9,ER,728,West Bengal,504,Bankura,0
CGL,2016,9,ER,728,West Bengal,504,Barasat,33
CGL,2016,9,ER,728,West Bengal,504,Berhampore,4
CGL,2016,9,ER,728,West Bengal,504,"Bardhman
(Burdwan)",0
CGL,2016,9,ER,728,West Bengal,504,Chinsurah,49
CGL,2016,9,ER,728,West Bengal,504,Cooch Behar ,0
CGL,2016,9,ER,728,West Bengal,504,Darjeeling,0
CGL,2016,9,ER,728,West Bengal,504,Jalpaiguri,3
CGL,2016,9,ER,728,West Bengal,504,Jhargram,0
CGL,2016,9,ER,728,West Bengal,504,Kolkata,379
CGL,2016,9,ER,728,West Bengal,504,Krishnanagar,0
CGL,2016,9,ER,728,West Bengal,504,Malda,5
CGL,2016,9,ER,728,West Bengal,504,Midnapur,16
CGL,2016,9,ER,728,West Bengal,504,Purulia,0
CGL,2016,9,ER,728,West Bengal,504,siliguri,15
CGL,2016,9,ER,728,West Bengal,504,Suri,0
CGL,2016,9,ER,728,West Bengal,504,Asansol,0
CGL,2016,9,ER,728,West Bengal,504,Hooghly,0
CGL,2016,9,ER,728,West Bengal,504,Kalyani,0
CGL,2016,9,ER,728,Odisha,74,Balasore,0
CGL,2016,9,ER,728,Odisha,74,"Berhampore
(Odisha)",4
CGL,2016,9,ER,728,Odisha,74,Bhawanipatna,0
CGL,2016,9,ER,728,Odisha,74,Bhubaneshwar,59
CGL,2016,9,ER,728,Odisha,74,Cuttack,8
CGL,2016,9,ER,728,Odisha,74,Kendujhar,0
CGL,2016,9,ER,728,Odisha,74,Koraput,0
CGL,2016,9,ER,728,Odisha,74,Phulbani,0
CGL,2016,9,ER,728,Odisha,74,Sambalpur,7
CGL,2016,9,ER,728,Odisha,74,Rourkela,0
CGL,2016,9,ER,728,Odisha,74,Dhenkenal,0
CGL,2016,9,ER,728,A & N Islands,74,Car Nicobar,0
CGL,2016,9,ER,728,A & N Islands,74,Port Blair,0
CGL,2016,9,NER,52,"Arunachal
 Pradesh",1,Itanagar,1
CGL,2016,9,NER,52,Assam,31,Barpeta,0
CGL,2016,9,NER,52,Assam,31,Dibrugarh ,4
CGL,2016,9,NER,52,Assam,31,Diphu,0
CGL,2016,9,NER,52,Assam,31,Goalpara,0
CGL,2016,9,NER,52,Assam,31,"Guwahati
(Dispur)",24
CGL,2016,9,NER,52,Assam,31,Halflong,0
CGL,2016,9,NER,52,Assam,31,Jorhat,1
CGL,2016,9,NER,52,Assam,31,Kokrajhar,0
CGL,2016,9,NER,52,Assam,31,Lakhimpur,0
CGL,2016,9,NER,52,Assam,31,Sivasagar,0
CGL,2016,9,NER,52,Assam,31,Silchar,0
CGL,2016,9,NER,52,Assam,31,Tezpur,0
CGL,2016,9,NER,52,Nagaland,3,Dimapur,0
CGL,2016,9,NER,52,Nagaland,3,Kohima,3
CGL,2016,9,NER,52,Meghalaya,4,Shilong,4
CGL,2016,9,NER,52,Meghalaya,4,Tura,0
CGL,2016,9,NER,52,Manipur,6,Imphal,5
CGL,2016,9,NER,52,Manipur,6,Churachandpur,1
CGL,2016,9,NER,52,Manipur,6,Ukhrul,0
CGL,2016,9,NER,52,Tripura,4,Agartala,4
CGL,2016,9,NER,52,Mizoram,3,Aizwal,3
CGL,2016,9,MPR,201,Madhya pradesh,164,Bhopal,49
CGL,2016,9,MPR,201,Madhya pradesh,164,Chataarpur,0
CGL,2016,9,MPR,201,Madhya pradesh,164,Chindwara,2
CGL,2016,9,MPR,201,Madhya pradesh,164,Guna,2
CGL,2016,9,MPR,201,Madhya pradesh,164,Gwalior,50
CGL,2016,9,MPR,201,Madhya pradesh,164,Indore,35
CGL,2016,9,MPR,201,Madhya pradesh,164,Jabalpur,12
CGL,2016,9,MPR,201,Madhya pradesh,164,Jhabua,
CGL,2016,9,MPR,201,Madhya pradesh,164,Khandwa,1
CGL,2016,9,MPR,201,Madhya pradesh,164,Mandsaur,
CGL,2016,9,MPR,201,Madhya pradesh,164,Ratlam,3
CGL,2016,9,MPR,201,Madhya pradesh,164,Rewa,
CGL,2016,9,MPR,201,Madhya pradesh,164,Shahdol,
CGL,2016,9,MPR,201,Madhya pradesh,164,Satna,8
CGL,2016,9,MPR,201,Madhya pradesh,164,Sagar,2
CGL,2016,9,MPR,201,Madhya pradesh,164,Ujjain,0
CGL,2016,9,MPR,201,Chhattisgarh,37,Ambikapur,0
CGL,2016,9,MPR,201,Chhattisgarh,37,Bilaspur,0
CGL,2016,9,MPR,201,Chhattisgarh,37,Jagdalpur,0
CGL,2016,9,MPR,201,Chhattisgarh,37,Raipur,23
CGL,2016,9,MPR,201,Chhattisgarh,37,Durg-Bhilai,8
CGL,2016,9,MPR,201,Chhattisgarh,37,Bhilainagar,0
CGL,2016,9,WR,450,Gujrat,148,Ahmedabad,89
CGL,2016,9,WR,450,Gujrat,148,vadodara(Barodra),18
CGL,2016,9,WR,450,Gujrat,148,Bhuj,0
CGL,2016,9,WR,450,Gujrat,148,"Panchmahal
(godhra)",0
CGL,2016,9,WR,450,Gujrat,148,Rajkot,14
CGL,2016,9,WR,450,Gujrat,148,Surat,22
CGL,2016,9,WR,450,Gujrat,148,Valsad,0
CGL,2016,9,WR,450,Gujrat,148,Bhavnagar,2
CGL,2016,9,WR,450,Gujrat,148,Kuchchh(kutch),3
CGL,2016,9,WR,450,Gujrat,148,Anand,0
CGL,2016,9,WR,450,Gujrat,148,Gandhinagar,0
CGL,2016,9,WR,450,Gujrat,148,Mehsana,0
CGL,2016,9,WR,450,Maharastra,291,Amravati,3
CGL,2016,9,WR,450,Maharastra,291,Aurangabad,3
CGL,2016,9,WR,450,Maharastra,291,Kolhapur,3
CGL,2016,9,WR,450,Maharastra,291,Mumbai,141
CGL,2016,9,WR,450,Maharastra,291,Nagpur,27
CGL,2016,9,WR,450,Maharastra,291,Nanded,2
CGL,2016,9,WR,450,Maharastra,291,Nashik,4
CGL,2016,9,WR,450,Maharastra,291,Pune,88
CGL,2016,9,WR,450,Maharastra,291,Ratnagiri,0
CGL,2016,9,WR,450,Maharastra,291,Thane,18
CGL,2016,9,WR,450,Maharastra,291,Bhandara,0
CGL,2016,9,WR,450,Maharastra,291,chandrapur,0
CGL,2016,9,WR,450,Maharastra,291,Akola,0
CGL,2016,9,WR,450,Maharastra,291,Jalgaon,2
CGL,2016,9,WR,450,Maharastra,291,Ahmednagar,0
CGL,2016,9,WR,450,Maharastra,291,Alibag(Alibaug),0
